Date,DXY,SP500,OIL,INTEREST_RATE,CPI
2016-02-14,95.9800033569336,1864.780029296875,29.440000534057617,0.38,237.336
2016-02-15,95.9800033569336,1864.780029296875,29.440000534057617,0.38,237.336
2016-02-16,96.87000274658203,1895.5799560546875,29.040000915527344,0.38,237.336
2016-02-17,96.79000091552734,1926.8199462890625,30.65999984741211,0.38,237.336
2016-02-18,96.94999694824219,1917.8299560546875,30.770000457763672,0.38,237.336
2016-02-19,96.5999984741211,1917.780029296875,29.639999389648438,0.38,237.336
2016-02-20,96.5999984741211,1917.780029296875,29.639999389648438,0.38,237.336
2016-02-21,96.5999984741211,1917.780029296875,29.639999389648438,0.38,237.336
2016-02-22,97.37999725341797,1945.5,31.479999542236328,0.38,237.336
2016-02-23,97.4800033569336,1921.27001953125,31.8700008392334,0.38,237.336
2016-02-24,97.45999908447266,1929.800048828125,32.150001525878906,0.38,237.336
2016-02-25,97.29000091552734,1951.699951171875,33.06999969482422,0.38,237.336
2016-02-26,98.1500015258789,1948.050048828125,32.779998779296875,0.38,237.336
2016-02-27,98.1500015258789,1948.050048828125,32.779998779296875,0.38,237.336
2016-02-28,98.1500015258789,1948.050048828125,32.779998779296875,0.38,237.336
2016-02-29,98.20999908447266,1932.22998046875,33.75,0.38,237.336
2016-03-01,98.3499984741211,1978.3499755859375,34.400001525878906,0.36,238.08
2016-03-02,98.20999908447266,1986.449951171875,34.65999984741211,0.36,238.08
2016-03-03,97.56999969482422,1993.4000244140625,34.56999969482422,0.36,238.08
2016-03-04,97.33999633789062,1999.989990234375,35.91999816894531,0.36,238.08
2016-03-05,97.33999633789062,1999.989990234375,35.91999816894531,0.36,238.08
2016-03-06,97.33999633789062,1999.989990234375,35.91999816894531,0.36,238.08
2016-03-07,97.06999969482422,2001.760009765625,37.900001525878906,0.36,238.08
2016-03-08,97.20999908447266,1979.260009765625,36.5,0.36,238.08
2016-03-09,97.16999816894531,1989.260009765625,38.290000915527344,0.36,238.08
2016-03-10,96.06999969482422,1989.5699462890625,37.84000015258789,0.36,238.08
2016-03-11,96.16999816894531,2022.18994140625,38.5,0.36,238.08
2016-03-12,96.16999816894531,2022.18994140625,38.5,0.36,238.08
2016-03-13,96.16999816894531,2022.18994140625,38.5,0.36,238.08
2016-03-14,96.62000274658203,2019.6400146484375,37.18000030517578,0.36,238.08
2016-03-15,96.62999725341797,2015.9300537109375,36.34000015258789,0.36,238.08
2016-03-16,95.88999938964844,2027.219970703125,38.459999084472656,0.36,238.08
2016-03-17,94.76000213623047,2040.5899658203125,40.20000076293945,0.36,238.08
2016-03-18,94.98999786376953,2049.580078125,39.439998626708984,0.36,238.08
2016-03-19,94.98999786376953,2049.580078125,39.439998626708984,0.36,238.08
2016-03-20,94.98999786376953,2049.580078125,39.439998626708984,0.36,238.08
2016-03-21,95.29000091552734,2051.60009765625,39.90999984741211,0.36,238.08
2016-03-22,95.6500015258789,2049.800048828125,41.45000076293945,0.36,238.08
2016-03-23,96.05000305175781,2036.7099609375,39.790000915527344,0.36,238.08
2016-03-24,96.13999938964844,2035.93994140625,39.459999084472656,0.36,238.08
2016-03-25,96.13999938964844,2035.93994140625,39.459999084472656,0.36,238.08
2016-03-26,96.13999938964844,2035.93994140625,39.459999084472656,0.36,238.08
2016-03-27,96.13999938964844,2035.93994140625,39.459999084472656,0.36,238.08
2016-03-28,95.94000244140625,2037.050048828125,39.38999938964844,0.36,238.08
2016-03-29,95.16000366210938,2055.010009765625,38.279998779296875,0.36,238.08
2016-03-30,94.83999633789062,2063.949951171875,38.31999969482422,0.36,238.08
2016-03-31,94.58999633789062,2059.739990234375,38.34000015258789,0.36,238.08
2016-04-01,94.62000274658203,2072.780029296875,36.790000915527344,0.37,238.992
2016-04-02,94.62000274658203,2072.780029296875,36.790000915527344,0.37,238.992
2016-04-03,94.62000274658203,2072.780029296875,36.790000915527344,0.37,238.992
2016-04-04,94.51000213623047,2066.1298828125,35.70000076293945,0.37,238.992
